dd5af4c | Update AGENTS | Updated AGENTS.md | AGENTS.md | 2025-06-02T19:52:32Z
98191e9 | Merge task 17 | Merge branch features | AGENTS.md, TASKS.md, package.json, scripts/dev-deps.sh, scripts/try-cmd.js, src/components/OrderBookHeatmap.tsx | 2025-06-02T21:47:20Z
008cd8e | Add guide | Add auto-instruct codex doc | auto-instruct-codex.md | 2025-06-02T21:57:56Z
6b2492d | Add doc | Add newcodex1 markdown | newcodex1.md | 2025-06-02T22:11:54Z
314de5c | Docs | Add task queue and memory guide | AGENTS.md, TASKS.md, docs/CODEX_WORKFLOW.md, task_queue.json | 2025-06-02T22:37:12Z
796ed43 | Docs | Refine automation memory rules | AGENTS.md, TASKS.md | 2025-06-02T22:49:58Z
c409552 | Docs | Clarify commit-based memory | AGENTS.md, TASKS.md, docs/CODEX_WORKFLOW.md | 2025-06-02T23:04:53Z
ee5bc9e | Docs | Refine memory and task sync | AGENTS.md, TASKS.md | 2025-06-02T23:10:57Z
ab0b2fa | Docs | Refine memory and task sync | AGENTS.md, TASKS.md, logs/commit.log | 2025-06-02T23:21:07Z
5a61018 | Docs | Clarify persistent memory steps | AGENTS.md, TASKS.md | 2025-06-02T23:32:18Z
2e9e35e | Docs tasks | Expand task list granularity | TASKS.md | 2025-06-02T23:46:36Z
7f94b9c | Sync tasks | Updated task_queue.json to match granular checklist | task_queue.json | 2025-06-02T23:54:52Z
df3d2c4 | Memory sync | Record task sync | logs/commit.log, task_queue.json | 2025-06-02T23:57:11Z
7e84b40 | Bootstrap | Enable full automation loop | logs/commit.log, package.json | 2025-06-03T00:31:41Z
22d3a05 | Task 18 | Added Bybit liquidation WS feed and DataCollector forwarding | src/lib/data/bybitLiquidations.ts, src/lib/agents/DataCollector.ts, task_queue.json, TASKS.md | 2025-06-03T00:45:19Z
be5ea2f | Task 18 | Record task 18 completion | memory.log | 2025-06-03T00:45:30Z
b645986 | Task 19 | Added liquidation cluster aggregator and integrated into DataCollector | src/lib/liquidationClusters.ts, src/lib/agents/DataCollector.ts, task_queue.json, TASKS.md | 2025-06-03T00:46:20Z
ba0345d | Task 19 | Record task 19 completion | memory.log | 2025-06-03T00:46:30Z
6f32f4d | Task 20 | Added API and React overlay to display liquidation clusters | src/components/LiquidationClustersChart.tsx, src/app/api/liquidation-clusters/route.ts, src/app/page.tsx, task_queue.json, TASKS.md | 2025-06-03T00:47:44Z
b25124e | Task 20 | Record task 20 completion | memory.log | 2025-06-03T00:48:30Z
8490c24 | Tasks 21-27 | Added open interest fetch, delta chart, funding timer, and BB width alert | src/app/api/open-interest/route.ts etc. | 2025-06-03T00:49:46Z
bf91905 | Task 28 | Implemented volume profile API with hourly data | src/lib/data/coingecko.ts, src/app/api/volume-profile/route.ts, TASKS.md, task_queue.json | 2025-06-03T02:23:52Z
eee778d | Task 29 | Added volume peak distance component and API | AGENTS.md TASKS.md src/app/api/volume-profile/route.ts src/app/page.tsx src/components/VolumePeakDistance.tsx task_queue.json | 2025-06-03T03:02:04Z
a3ed0a6 | remove AI tools | cleaned leftover Genkit scripts and dependencies after deleting src/ai | package.json | 2025-06-03T03:36:48Z
b5ea277 | removed old liquidation modules | src/lib/data/bybitLiquidations.ts src/lib/liquidationClusters.ts | 2025-06-03T05:16:13Z
02c5cf9 | only do what is best from these instructions and easiest and don't break anything: "Configure this agent to retrieve and report the latest DXY (U.S. Dollar Index) and 10-Year U.S. Treasury Yield. | src/ai/dev.ts, src/ai/flows/report-financial-data-flow.ts, src/ai/tools/get-financial-market-data-tool.ts | 2025-05-21T15:04:05+00:00
77abb9f | Initial commit for windsurf branch with project setup | .gitignore, .windsurfrules, PLANNING.md, README.md, TASKS.md, src/app/page.tsx, src/components/CorrelationPanel.tsx, updates.md, windsurfrules.txt | 2025-05-21T14:07:22-04:00
0330f1c | wind rules | .windsurfrules | 2025-05-21T14:10:44-04:00
f928e30 | feat(market-data): implement robust DXY and US10Y data fetching | PLANNING.md, README.md, TASKS.md, get_dxy.py, package.json, src/ai/flows/market-sentiment-analysis.ts, src/app/page.tsx, src/components/MarketDataCard.tsx, src/lib/dataQuality.ts, src/lib/marketData.ts | 2025-05-22T07:43:46-04:00
664ac7d | feat(market-data): implement robust DXY and US10Y data fetching | TASKS.md | 2025-05-22T07:47:43-04:00
b26d5a1 | docs: simplify project documentation and development rules for trading focus | .windsurfrules, PLANNING.md, README.md, TASKS.md, windsurfrules.txt | 2025-05-22T09:11:45-04:00
6ffc4c1 | feat(ui): add 50/200 MA crossover | TASKS.md, src/app/page.tsx, src/lib/indicators.ts, src/types/index.ts | 2025-05-22T10:26:21-04:00
59db7d9 | Merge pull request #1 from gevans3000/codex/complete-first-task |  | 2025-05-22T10:26:32-04:00
5ba64ad | feat: add DXY and US10Y data integration | TASKS.md | 2025-05-22T10:28:39-04:00
5f9d298 | feat: add DXY and US10Y data integration | src/app/api/dxy/route.ts, src/app/api/us10y/route.ts, src/app/page.tsx, windsurfrules.txt | 2025-05-22T10:29:03-04:00
2b8f772 | feat: add moving averages for BTC and resolve merge conflicts | TASKS.md, src/app/page.tsx | 2025-05-22T10:31:20-04:00
5fc95f0 | fix: resolve hydration errors in data cards and dashboard components | .gitignore, .modified, .windsurfrules, src/app/api/dxy/route.ts, src/app/api/us10y/route.ts, src/app/page.tsx, src/components/DashboardHeader.tsx, src/components/DataCard.tsx, src/lib/cache.ts | 2025-05-22T13:14:16-04:00
eb8a53d | fix: add missing try block in US10Y API route | src/app/api/us10y/route.ts | 2025-05-22T13:24:23-04:00
5cdbff3 | Merge pull request #2 from gevans3000/codex/fix-hydration-errors-in-dashboard |  | 2025-05-22T14:58:32-04:00
545b222 | feat(macro): add refresh demo page | README.md, src/app/refresh-demo/page.tsx | 2025-05-25T08:54:19-04:00
9d65c0a | Merge pull request #3 from gevans3000/codex/fetch-real-time-values-on-refresh |  | 2025-05-25T08:54:41-04:00
95d2693 | feat: add initial dashboard with crypto, stocks, DXY, and US10Y data fetching | src/app/api/dxy/route.ts, src/app/api/us10y/route.ts, src/app/page.tsx, src/components/MarketDataCard.tsx, src/lib/marketData.ts | 2025-05-25T08:57:47-04:00
7aebad3 | Merge branch 'windsurf' of https://github.com/gevans3000/bitdashfirestudio into windsurf | src/app/api/us10y/route.ts | 2025-05-25T08:58:40-04:00
cf5d1b2 | fix: improve 10-year treasury yield data fetching | src/app/api/dxy/route.ts, src/app/api/us10y/route.ts, src/app/page.tsx | 2025-05-28T13:34:32-04:00
18df5ec | feat: add RSI and signals | src/app/page.tsx, src/lib/indicators.ts, src/types/index.ts | 2025-05-28T15:12:11-04:00
05a6461 | Merge pull request #4 from gevans3000/codex/implement-rsi-function-and-update-components |  | 2025-05-28T15:13:03-04:00
9bf3211 | Merge pull request #5 from gevans3000/windsurf |  | 2025-05-28T15:22:15-04:00
622c10b | feat(indicators): add EMA and volume profile | src/app/page.tsx, src/lib/indicators.ts, src/types/index.ts | 2025-05-28T16:41:56-04:00
24e8afc | Adjust arbitrage polling interval and add toggle | package-lock.json, package.json, server.js, src/components/ArbAlertCard.tsx | 2025-05-29T09:29:09-04:00
cd1c88a | docs: add AGENTS instructions | AGENTS.md | 2025-05-29T09:57:43-04:00
b47e50f | Update AGENTS.md | AGENTS.md | 2025-05-30T13:10:32-04:00
9971791 | feat(signals): add 5m btc signal architecture | .husky/pre-commit, README.md, jest.config.js, package.json, src/__tests__/indicators.test.ts, src/__tests__/signals.test.ts, src/app/page.tsx, src/components/MarketChart.tsx, src/components/SignalCard.tsx, src/components/SignalHistory.tsx, src/config/signals.json, src/lib/agents/AlertLogger.ts, src/lib/agents/DataCollector.ts, src/lib/agents/IndicatorEngine.ts, src/lib/agents/Orchestrator.ts, src/lib/agents/SignalGenerator.ts, src/lib/data/binanceWs.ts, src/lib/data/coingecko.ts, src/lib/indicators.ts, src/lib/signals.ts, src/scripts/backtest.ts, src/scripts/seedSignals.ts, src/types/agent.ts, src/types/index.ts | 2025-05-30T13:20:08-04:00
163fa8a | Add new agent roles and handler stubs | src/lib/agents/Backtester.ts, src/lib/agents/Orchestrator.ts, src/lib/agents/QATester.ts, src/lib/agents/UIRenderer.ts, src/types/agent.ts | 2025-05-30T14:40:30-04:00
b089a27 | Refactor types for signal generator and handlers | src/app/page.tsx, src/components/MarketChart.tsx, src/lib/agents/SignalGenerator.ts, src/scripts/backtest.ts, src/types/tradingview.d.ts | 2025-05-30T16:35:56-04:00
22e3ac2 | docs(tasks): add top priority roadmap | TASKS.md | 2025-05-31T13:04:08-04:00
a20d473 | feat(data): use FRED for DXY with 15m cache | README.md, TASKS.md, src/app/api/dxy/route.ts, src/app/page.tsx, src/lib/marketData.ts | 2025-05-31T13:09:10-04:00
96604b7 | Update AGENTS.md | AGENTS.md | 2025-05-31T13:26:23-04:00
13ed773 | fix(api): fetch US10Y from FRED | src/app/api/us10y/route.ts | 2025-06-01T09:57:55-04:00
c06da0b | Update AGENTS.md | AGENTS.md | 2025-06-01T10:23:26-04:00
eb18ca1 | docs(data): clarify correlation helper\n\nRefs: TASKS.md#L9 | TASKS.md, src/__tests__/correlation.test.ts, src/app/api/correlation/route.ts, src/app/page.tsx, src/lib/correlation.ts, src/lib/data/fmp.ts, src/lib/marketData.ts | 2025-06-01T10:32:19-04:00
80e5905 | Update AGENTS.md | AGENTS.md | 2025-06-01T10:36:17-04:00
c6550ac | Update AGENTS.md | AGENTS.md | 2025-06-01T10:37:03-04:00
6deb183 | docs(tasks): mark US10Y fetch complete | TASKS.md | 2025-06-01T10:43:07-04:00
fe9a912 | refactor: reposition BTC chart and signal components | src/app/page.tsx | 2025-06-01T10:53:51-04:00
ee20e6c | Update TASKS.md | TASKS.md | 2025-06-01T11:03:37-04:00
083fe46 | feat(atr): add 1h ATR widget | TASKS.md, src/__tests__/indicators.test.ts, src/app/api/atr/route.ts, src/app/page.tsx, src/components/AtrWidget.tsx, src/lib/data/fmp.ts, src/lib/indicators.ts | 2025-06-01T11:11:16-04:00
407a446 | fix(ui): resolve hydration mismatch | src/app/page.tsx, src/components/SignalCard.tsx | 2025-06-01T11:16:17-04:00
25803c2 | feat(depth): add Binance order book widget\n\nImplements real-time depth view for BTCUSDT via Binance API and highlights imbalance.\n\nRefs: TASKS.md#L10-L12 | src/app/api/orderbook/route.ts, src/app/page.tsx, src/components/OrderBookWidget.tsx | 2025-06-01T11:41:40-04:00
c7ba6aa | fix(ui): mark cards as client components | src/components/DataCard.tsx, src/components/OrderBookWidget.tsx, src/components/ui/card.tsx | 2025-06-01T12:54:33-04:00
e1fc223 | feat(auto): add AutoTaskRunner script | logs/.gitkeep, package.json, src/scripts/autoTaskRunner.ts | 2025-06-02T08:35:14-04:00
793e70d | feat(depth): highlight order book walls\n\nCompletes TASKS.md#L10-L12 | TASKS.md, logs/backtest.log, logs/lint.log, logs/test.log, src/components/OrderBookWidget.tsx | 2025-06-02T08:40:19-04:00
b989916 | Add files via upload | Codex Automation System for Next.js Bitcoin Dashboard.pdf | 2025-06-02T09:07:28-04:00
c41eaa7 | feat(volume): add spike detection chart\n\nCompletes TASKS.md#L13-L15 | TASKS.md, logs/backtest.log, logs/lint.log, logs/test.log, src/app/api/volume-spikes/route.ts, src/app/page.tsx, src/components/VolumeSpikeChart.tsx | 2025-06-02T09:18:04-04:00
3a61961 | feat(vwap): add VWAP indicator and widget | TASKS.md, src/__tests__/indicators.test.ts, src/app/api/vwap/route.ts, src/app/page.tsx, src/components/VwapWidget.tsx, src/lib/indicators.ts | 2025-06-02T09:23:02-04:00
308a45f | feat(indicator): add Stochastic RSI widget and API | TASKS.md, src/__tests__/indicators.test.ts, src/app/api/stoch-rsi/route.ts, src/app/page.tsx, src/components/StochRsiWidget.tsx, src/lib/indicators.ts | 2025-06-02T09:28:28-04:00
1bab8ca | feat(order-flow): add cumulative delta widget and API | TASKS.md, logs/backtest.log, logs/lint.log, logs/test.log, src/__tests__/indicators.test.ts, src/app/api/cum-delta/route.ts, src/app/page.tsx, src/components/OrderFlowWidget.tsx, src/lib/indicators.ts | 2025-06-02T09:36:50-04:00
9128902 | feat(session): add market session timers | TASKS.md, src/__tests__/sessions.test.ts, src/app/page.tsx, src/components/SessionTimerWidget.tsx, src/lib/marketSessions.ts | 2025-06-02T09:46:08-04:00
0439d58 | feat(ema): add EMA crossover widget and API\n\nImplements EMA crossovers for 10/20/50/200 and displays trend. Updates TASKS.md. | TASKS.md, logs/backtest.log, logs/lint.log, logs/test.log, src/__tests__/indicators.test.ts, src/app/api/ema-crossovers/route.ts, src/app/page.tsx, src/components/EmaCrossoverWidget.tsx, src/lib/indicators.ts, src/types/index.ts | 2025-06-02T09:53:13-04:00
8df8c93 | feat(bollinger): add bands widget and API | TASKS.md, src/app/api/bollinger/route.ts, src/app/page.tsx, src/components/BollingerWidget.tsx | 2025-06-02T10:01:33-04:00
27fbef5 | feat(chart): add volume profile visualization | TASKS.md, src/app/api/volume-profile/route.ts, src/app/page.tsx, src/components/VolumeProfileChart.tsx | 2025-06-02T10:12:32-04:00
131b6f6 | feat(chart): add Ichimoku cloud overlay | TASKS.md, logs/backtest.log, logs/lint.log, logs/test.log, src/__tests__/indicators.test.ts, src/app/api/ichimoku/route.ts, src/app/page.tsx, src/components/IchimokuWidget.tsx, src/lib/indicators.ts | 2025-06-02T10:39:12-04:00
f151941 | feat(indicator): add RSI widget and API | TASKS.md, src/app/api/rsi/route.ts, src/app/page.tsx, src/components/RsiWidget.tsx | 2025-06-02T10:49:40-04:00
2452be3 | Add files via upload | codesetuptolearnfrom.md | 2025-06-02T10:51:20-04:00
6bc70be | Delete Codex Automation System for Next.js Bitcoin Dashboard.pdf | Codex Automation System for Next.js Bitcoin Dashboard.pdf | 2025-06-02T10:51:41-04:00
ea51b7e | docs: extend agent instructions | AGENTS.md, INSTRUCTIONS.md | 2025-06-02T10:58:31-04:00
71fd69f | Task 1: add MACD indicator | TASKS.md, src/__tests__/indicators.test.ts, src/lib/indicators.ts | 2025-06-02T11:06:13-04:00
d9fd120 | Task 1: add funding rate widget | TASKS.md, src/app/api/funding-rate/route.ts, src/app/page.tsx, src/components/FundingRateWidget.tsx | 2025-06-02T11:10:25-04:00
8ce0973 | Task 7: note dependency drift task | .github/workflows/ci.yml, .nvmrc, AGENTS.md, TASKS.md, package-lock.json, package.json, scripts/backtest.ts, scripts/check-env.sh | 2025-06-02T11:27:14-04:00
55ac5fa | Task 0: record failed dependency install | TASKS.md, logs/backtest.log, logs/lint.log, logs/test.log | 2025-06-02T11:37:38-04:00
80eafbf | Task 8: add BTC txn count widget | TASKS.md, logs/lint.log, src/app/api/btc-txcount/route.ts, src/app/page.tsx, src/components/TxnCountWidget.tsx | 2025-06-02T11:49:21-04:00
64b67ad | Task 9: add scalper add-on tasks | TASKS.md | 2025-06-02T11:57:37-04:00
c573fb0 | Add files via upload | CODEX-INSTRUCTIONS.txt | 2025-06-02T12:05:03-04:00
8263f44 | chore: update commit log | AGENTS.md, README.md, docs/CODEX_WORKFLOW.md, logs/commit.log, package.json, scripts/commit-log.js | 2025-06-02T12:13:41-04:00
aa566ef | feat(cache): add importance-based TTL | src/app/api/orderbook/route.ts, src/lib/data/coingecko.ts, src/lib/data/fmp.ts, src/lib/fetchCache.ts | 2025-06-02T12:23:01-04:00
b70f9c4 | Task 10: merge testing agents | AGENTS.md, src/lib/agents/Backtester.ts, src/lib/agents/Orchestrator.ts, src/lib/agents/QATester.ts, src/lib/agents/TestingAgent.ts, src/types/agent.ts | 2025-06-02T12:34:08-04:00
668907b | docs: update signal references and add root state file | AGENTS.md, INSTRUCTIONS.md, README.md, signals.json | 2025-06-02T12:43:27-04:00
b2f54dc | Task 11: update autoTaskRunner commit format | src/scripts/autoTaskRunner.ts | 2025-06-02T13:39:11-04:00
22f5dd0 | docs: add workflow summary | README.md, docs/CODEX_WORKFLOW.md | 2025-06-02T14:00:58-04:00
a7a6b2a | Delete .windsurfrules | .windsurfrules | 2025-06-02T14:11:08-04:00
de8515d | Task 12: refine task workflow | TASKS.md, logs/commit.log | 2025-06-02T14:17:26-04:00
78a6f32 | Task 13: add previous day VWAP bands | TASKS.md, signals.json, src/app/api/prev-day/route.ts, src/app/page.tsx, src/components/PrevDayBands.tsx | 2025-06-02T14:41:41-04:00
